date,average_price,total_volume,_4046,_4225,_4770,total_bags,type,year,geography
2016-09-11,1.09,191648.1,123013.7,57728.78,10905.57,148242,conventional,2016,Detroit
2016-09-11,0.93,9089.85,1160.5,7929.35,0,14843.74,organic,2016,Detroit
2016-09-11,1.58,84783.53,1710.59,76987.54,6085.4,51708.9,conventional,2016,Grand Rapids
2016-09-11,1.91,1065.13,203.67,861.46,0,700,organic,2016,Grand Rapids
2016-09-11,1.19,211504.2,108308.7,103071.1,124.41,61107.24,conventional,2016,Harrisburg/Scranton
2016-09-11,2.03,773.21,414.94,340.74,17.53,8895.32,organic,2016,Harrisburg/Scranton
2016-09-11,1.22,310747.7,84826.25,225724.3,197.17,53304.78,conventional,2016,Hartford/Springfield
2016-09-11,2.27,5543.47,218.44,5314.04,10.99,6966.22,organic,2016,Hartford/Springfield
2016-09-11,0.76,920734.6,729949.4,188319,2466.22,296612.1,conventional,2016,Houston
2016-09-11,0.87,14918.86,14889.88,28.98,0,32157.93,organic,2016,Houston
2016-09-11,1.29,91286.06,17414.42,70736.72,3134.92,66047.33,conventional,2016,Indianapolis
2016-09-11,1.59,1820.3,425,1395.3,0,3044.61,organic,2016,Indianapolis
2016-09-11,1.1,93354.47,70095.71,23109.94,148.82,56941.52,conventional,2016,Jacksonville
2016-09-11,1.87,1300.68,1225.28,71.87,3.53,1314.14,organic,2016,Jacksonville
2016-09-11,0.89,276781.9,200297.3,70912.09,5572.58,102083.4,conventional,2016,Las Vegas
2016-09-11,2.2,5576.34,2324.12,3252.22,0,2086.32,organic,2016,Las Vegas
2016-09-11,0.95,1801232,1217418,534763.4,49050.27,1138473,conventional,2016,Los Angeles
2016-09-11,1.2,51947.05,14941.57,36981.61,23.87,57808.48,organic,2016,Los Angeles
2016-09-11,1.21,55727.33,3359.11,51733.48,634.74,34359.07,conventional,2016,Louisville
2016-09-11,1.07,1381.39,1.31,1380.08,0,2397.12,organic,2016,Louisville
2016-09-11,1.2,316336.7,226500.2,89642.47,194,164398.1,conventional,2016,Miami/Ft. Lauderdale
2016-09-11,1.36,78.19,52.56,25.63,0,3916.67,organic,2016,Miami/Ft. Lauderdale
2016-09-11,0.75,158005.8,144886.5,12777.22,342.05,92159.38,conventional,2016,Nashville
2016-09-11,0.93,3832.33,553.66,3278.67,0,10954.63,organic,2016,Nashville
2016-09-11,1.13,179158.5,141311,37594.59,252.9,71334.1,conventional,2016,New Orleans/Mobile
2016-09-11,1.42,195.12,169.04,26.08,0,3508.49,organic,2016,New Orleans/Mobile
2016-09-11,1.26,1125532,239517.8,883865.6,2148.56,432881.5,conventional,2016,New York
2016-09-11,2.06,41045.74,9238.71,31314.62,492.41,29073.83,organic,2016,New York
2016-09-11,1.44,279532.8,35007.16,237320.7,7204.93,63781.95,conventional,2016,Northern New England
2016-09-11,1.65,277.08,6.18,270.9,0,17284.23,organic,2016,Northern New England
2016-09-11,1.18,206162.2,150964.6,55134.51,63.06,106104.4,conventional,2016,Orlando
2016-09-11,1.47,1430.23,1321.86,108.37,0,6135.21,organic,2016,Orlando
2016-09-11,1.24,292861.6,73604.41,218301.8,955.35,206798.2,conventional,2016,Philadelphia
2016-09-11,2.08,6076.58,1346.13,4722.13,8.32,9326.61,organic,2016,Philadelphia
2016-09-11,0.88,732641.6,504499.4,216560,11582.2,229356,conventional,2016,Phoenix/Tucson
2016-09-11,2.16,6875.31,3683.6,3191.71,0,1963.89,organic,2016,Phoenix/Tucson
2016-09-11,1.33,54081.4,22513.05,30643.05,925.3,26125.55,conventional,2016,Pittsburgh
2016-09-11,1.49,1188.35,1073.85,114.5,0,4906.49,organic,2016,Pittsburgh
2016-09-11,0.88,328025,155407.1,156920.7,15697.22,343792.6,conventional,2016,Portland
2016-09-11,1.22,10721.82,4820.4,5901.42,0,32362.23,organic,2016,Portland
2016-09-11,1.31,155654.5,55464.08,81087.7,19102.71,92602.53,conventional,2016,Raleigh/Greensboro
2016-09-11,1.77,6115.06,217.23,5379.34,518.49,9794.78,organic,2016,Raleigh/Greensboro
2016-09-11,1.13,174030.3,96272.81,71790.5,5966.97,66602.09,conventional,2016,Richmond/Norfolk
2016-09-11,1.24,4071.89,95.49,3700.54,275.86,6647.03,organic,2016,Richmond/Norfolk
2016-09-11,1.02,97655.45,59141.58,38349.72,164.15,59177.64,conventional,2016,Roanoke
2016-09-11,1.08,3999.41,100.69,3898.72,0,8126.73,organic,2016,Roanoke
2016-09-11,1.34,374276.5,140888.5,229037.1,4350.92,58195.58,conventional,2016,Sacramento
2016-09-11,2.19,6874.7,1512.68,5358.04,3.98,348.76,organic,2016,Sacramento
2016-09-11,1.08,321528.3,164685.2,144231.6,12611.44,177027.4,conventional,2016,San Diego
2016-09-11,1.59,15557.99,2500.57,13057.42,0,2864.93,organic,2016,San Diego
2016-09-11,1.43,767558.5,222298,533967.6,11292.83,95173.97,conventional,2016,San Francisco
2016-09-11,2.37,21499.49,1085.31,20414.18,0,2973.7,organic,2016,San Francisco
2016-09-11,1,324542.4,154068.2,167761.1,2713.1,319506.9,conventional,2016,Seattle
2016-09-11,1.39,12903.23,5095.82,7772.47,34.94,28324.57,organic,2016,Seattle
2016-09-11,1.08,222711.3,156750.7,59265.51,6695.14,119176.2,conventional,2016,South Carolina
2016-09-11,1.6,4935.89,757.79,3868.48,309.62,7522.48,organic,2016,South Carolina
2016-09-11,0.98,41452.79,25160.86,14719.48,1572.45,41643.4,conventional,2016,Spokane
2016-09-11,1.53,1224.04,837.77,386.27,0,1970.15,organic,2016,Spokane
2016-09-11,1.05,118548.1,97942.83,20573.17,32.1,64127.97,conventional,2016,St. Louis
2016-09-11,1.52,2393.68,1134.32,1259.36,0,2599.47,organic,2016,St. Louis
2016-09-11,1.35,41578.69,1874.91,39693.78,10,19414.65,conventional,2016,Syracuse
2016-09-11,1.54,101.32,6.1,95.22,0,1513.55,organic,2016,Syracuse
2016-09-11,1.16,217164.8,154295,62808.74,61,121354,conventional,2016,Tampa
2016-09-11,1.35,64.42,19.99,44.43,0,4476.67,organic,2016,Tampa
2016-09-11,0.73,819006.9,689424.4,117338.6,12243.91,193032.4,conventional,2016,West Tex/New Mexico
2016-09-11,1.87,5427.82,2037.56,3390.26,0,7728.36,organic,2016,West Tex/New Mexico
2016-09-18,1.39,70046.41,6624.37,63384.56,37.48,9467.22,conventional,2016,Albany
2016-09-18,1.69,242,47.35,194.65,0,1895.53,organic,2016,Albany
2016-09-18,1.01,304864.3,233801,70931.17,132.15,222836.7,conventional,2016,Atlanta
2016-09-18,1.91,6212.17,1392.93,4819.24,0,2019.15,organic,2016,Atlanta
2016-09-18,1.5,537439.3,151204.9,367425.7,18808.75,194985.4,conventional,2016,Baltimore/Washington
2016-09-18,2.06,8670.91,541.24,7808.25,321.42,14064.61,organic,2016,Baltimore/Washington
2016-09-18,0.97,48869.65,39719.19,2199.34,6951.12,33508.12,conventional,2016,Boise
2016-09-18,1.76,819.29,4,815.29,0,1318.85,organic,2016,Boise
2016-09-18,1.45,393206.4,39970.65,346155.7,7080.02,96394.24,conventional,2016,Boston
2016-09-18,1.86,713,8.37,704.63,0,17658.82,organic,2016,Boston
2016-09-18,1.54,72764.46,2692.89,70019.45,52.12,50144.22,conventional,2016,Buffalo/Rochester
2016-09-18,1.52,196.83,40.56,156.27,0,3803.01,organic,2016,Buffalo/Rochester
2016-09-18,1.43,113873.7,43116.41,54193.42,16563.91,69104.56,conventional,2016,Charlotte
2016-09-18,1.74,4714.19,240.75,3850.09,623.35,4360.52,organic,2016,Charlotte
2016-09-18,1.7,512809.9,74368.62,340540.5,97900.81,87579.67,conventional,2016,Chicago
2016-09-18,2.06,19288.34,98.1,19190.24,0,2588.19,organic,2016,Chicago
2016-09-18,0.96,120437.8,6195.29,112907.2,1335.29,168419.4,conventional,2016,Cincinnati/Dayton
2016-09-18,1.32,9116.01,577.58,8538.43,0,6660.75,organic,2016,Cincinnati/Dayton
2016-09-18,1.07,114472.2,85331.98,26634.72,2505.47,52966.15,conventional,2016,Columbus
2016-09-18,1.58,3333.82,769.61,2564.21,0,2192.13,organic,2016,Columbus
2016-09-18,0.8,920471.7,649265.6,269041.4,2164.71,461886.3,conventional,2016,Dallas/Ft. Worth
2016-09-18,1.31,8615.63,7605.58,1010.05,0,9713.74,organic,2016,Dallas/Ft. Worth
2016-09-18,1.02,349151,134607.8,198214.4,16328.76,408207.1,conventional,2016,Denver
2016-09-18,1.37,12665.37,10442.96,2216.61,5.8,9371.12,organic,2016,Denver
2016-09-18,1.1,168179.7,105595.8,53981.52,8602.38,152568.6,conventional,2016,Detroit
2016-09-18,1.37,7473.97,858.96,6615.01,0,5521.39,organic,2016,Detroit
2016-09-18,1.49,88591.17,1406.64,82346.79,4837.74,50920.44,conventional,2016,Grand Rapids
2016-09-18,1.82,642.25,60.51,581.74,0,643.33,organic,2016,Grand Rapids
2016-09-18,1.26,149372.8,75557.67,73638.24,176.87,71325.14,conventional,2016,Harrisburg/Scranton
2016-09-18,2.06,438.75,220.83,194.94,22.98,9224.73,organic,2016,Harrisburg/Scranton
2016-09-18,1.51,168178,37691.02,130354.2,132.81,65691.13,conventional,2016,Hartford/Springfield
2016-09-18,2.36,3190.54,83.96,3101.07,5.51,7454.19,organic,2016,Hartford/Springfield
2016-09-18,0.83,909340.8,702367.9,203949.1,3023.74,217768.7,conventional,2016,Houston
2016-09-18,0.9,14771.07,14726.43,44.64,0,27387.17,organic,2016,Houston
2016-09-18,1.26,87062.12,16666.21,67688.59,2707.32,66149.56,conventional,2016,Indianapolis
2016-09-18,1.96,1727.23,242.62,1484.61,0,1147.15,organic,2016,Indianapolis
2016-09-18,1.05,99795.68,72171.22,27540.24,84.22,76132.94,conventional,2016,Jacksonville
2016-09-18,1.36,771.86,690.53,77.79,3.54,4343.68,organic,2016,Jacksonville
2016-09-18,1.12,180479.6,117939.5,57221.4,5318.75,97999.81,conventional,2016,Las Vegas
2016-09-18,2.04,4151.28,1493.45,2657.83,0,2343.49,organic,2016,Las Vegas
2016-09-18,1.06,1513227,999948.5,457932.5,55346.12,1076082,conventional,2016,Los Angeles
2016-09-18,1.47,38056.85,13098.28,24958.57,0,36389.08,organic,2016,Los Angeles
2016-09-18,1.26,51643.18,2114.94,48962.95,565.29,35990.23,conventional,2016,Louisville
2016-09-18,1.31,1259.45,5.22,1254.23,0,934.56,organic,2016,Louisville
2016-09-18,1.19,341380.6,237187.1,103912.4,281.12,199649.8,conventional,2016,Miami/Ft. Lauderdale
2016-09-18,1.36,55.63,40.75,14.88,0,3576.66,organic,2016,Miami/Ft. Lauderdale
2016-09-18,1.01,115825.4,98830.01,16914.64,80.79,75534.23,conventional,2016,Nashville
2016-09-18,1.5,3956.33,477.36,3478.97,0,2353.09,organic,2016,Nashville
2016-09-18,1.18,159403.2,126047.2,32908.26,447.79,85510.74,conventional,2016,New Orleans/Mobile
2016-09-18,1.4,191.13,191.13,0,0,2897.75,organic,2016,New Orleans/Mobile
2016-09-18,1.5,665815.1,112702.4,551448.6,1664.22,442631.3,conventional,2016,New York
2016-09-18,2.36,19032.94,4207.74,13327.73,1497.47,26668.88,organic,2016,New York
2016-09-18,1.48,263917.6,24643.99,235008.4,4265.21,53063.06,conventional,2016,Northern New England
2016-09-18,1.66,227.63,0,227.63,0,11608.78,organic,2016,Northern New England
2016-09-18,1.16,192743.7,133279.3,59374.23,90.08,126800.3,conventional,2016,Orlando
2016-09-18,1.4,1235.94,1163.62,72.32,0,6597.31,organic,2016,Orlando
2016-09-18,1.41,215869.5,47548.6,167573.2,747.71,187195.9,conventional,2016,Philadelphia
