_date,average_price,total_volume,_4046,_4225,_4770,total_bags,type,year,geography
04/01/2015,0.85,2426655.9,1837999.65,524430.47,64225.78,255504.05,conventional,2015,Los Angeles
04/01/2015,1.25,49444.91,47721.51,1723.4,0,5050.63,organic,2015,Los Angeles
04/01/2015,0.92,77365.67,1991.63,75090.16,283.88,23797.31,conventional,2015,Louisville
04/01/2015,1.48,837.05,12.41,824.64,0,558.7,organic,2015,Louisville
04/01/2015,0.97,453553.43,398670.03,54844.33,39.07,86680.79,conventional,2015,Miami/Ft. Lauderdale
04/01/2015,1.82,1491.77,1438.04,53.73,0,796.67,organic,2015,Miami/Ft. Lauderdale
04/01/2015,1.1,2067806.62,575245.44,1311502.53,181058.65,510468.5,conventional,2015,Midsouth
04/01/2015,1.56,38950.92,10049.66,25228.37,3672.89,19114.43,organic,2015,Midsouth
04/01/2015,1,136648.44,113865.83,11083.58,11699.03,25514.31,conventional,2015,Nashville
04/01/2015,1.84,3020.57,244.34,2700.02,76.21,945.43,organic,2015,Nashville
04/01/2015,0.94,162688.57,148384.22,14085.72,218.63,60062.94,conventional,2015,New Orleans/Mobile
04/01/2015,1.41,244.25,220.61,23.64,0,2360,organic,2015,New Orleans/Mobile
04/01/2015,1.09,1153394.51,23641,1127882.44,1871.07,249495.69,conventional,2015,New York
04/01/2015,1.93,15058.86,2357.18,12692.21,9.47,2269.38,organic,2015,New York
04/01/2015,1.09,2994930.96,126640.65,2860709.93,7580.38,764351.66,conventional,2015,Northeast
04/01/2015,1.88,26888.97,4476.73,22389.09,23.15,21391.49,organic,2015,Northeast
04/01/2015,1.05,269333.4,4966.76,264351.96,14.68,52490.37,conventional,2015,Northern New England
04/01/2015,1.83,637.05,6.81,630.24,0,6664.25,organic,2015,Northern New England
04/01/2015,1,229083.7,190743.27,38265.21,75.22,52719.49,conventional,2015,Orlando
04/01/2015,1.8,1253.96,1200.41,53.55,0,803.33,organic,2015,Orlando
04/01/2015,1.1,321027.69,24190.91,294715.33,2121.45,86647.87,conventional,2015,Philadelphia
04/01/2015,1.72,1993.69,384.3,1597.97,11.42,1794.91,organic,2015,Philadelphia
04/01/2015,0.65,955563.1,770635.37,178418.32,6509.41,92499.06,conventional,2015,Phoenix/Tucson
04/01/2015,1.12,16438.25,14569.66,1868.59,0,858.6,organic,2015,Phoenix/Tucson
04/01/2015,1.52,40031.62,3013.04,35456.88,1561.7,14925.18,conventional,2015,Pittsburgh
04/01/2015,1.81,878.33,754,124.33,0,461.03,organic,2015,Pittsburgh
04/01/2015,1.01,1504960.31,1027842.3,466641.12,10476.89,178834.99,conventional,2015,Plains
04/01/2015,1.69,18852.1,3874.31,14945.34,32.45,15338.27,organic,2015,Plains
04/01/2015,0.97,523406.11,126485.75,377138.79,19781.57,76559.75,conventional,2015,Portland
04/01/2015,1.28,29269.19,17580.96,11685.08,3.15,3658.63,organic,2015,Portland
04/01/2015,1.2,165422.63,53316.16,72178.46,39928.01,55663.83,conventional,2015,Raleigh/Greensboro
04/01/2015,2.01,2324.33,58.22,1493.9,772.21,1072.67,organic,2015,Raleigh/Greensboro
04/01/2015,1.13,146452.25,56293.75,80396.09,9762.41,36245.72,conventional,2015,Richmond/Norfolk
04/01/2015,1.54,2289.86,238.48,1678.83,372.55,1922.3,organic,2015,Richmond/Norfolk
04/01/2015,1.13,85882.03,48285.15,37562.78,34.1,23332.97,conventional,2015,Roanoke
04/01/2015,1.39,2817.03,56.21,2760.82,0,1597.26,organic,2015,Roanoke
04/01/2015,1.05,390538.8,110693.69,270107.61,9737.5,39600.08,conventional,2015,Sacramento
04/01/2015,1.33,8055.04,3727.52,4327.52,0,1158.45,organic,2015,Sacramento
04/01/2015,0.94,424754.34,244152.26,165299.33,15302.75,36852.99,conventional,2015,San Diego
04/01/2015,1.23,18260.55,17522.46,735.22,2.87,828.81,organic,2015,San Diego
04/01/2015,0.99,825311.58,179507.69,637000.1,8803.79,82484.31,conventional,2015,San Francisco
04/01/2015,1.18,22203.91,13175.57,9028.34,0,426.67,organic,2015,San Francisco
04/01/2015,0.97,522967.38,165839.16,341836.86,15291.36,111554.96,conventional,2015,Seattle
04/01/2015,1.49,27543.76,6821.76,20720.77,1.23,6252.15,organic,2015,Seattle
04/01/2015,1.01,240154,180977.06,46253.49,12923.45,68870.22,conventional,2015,South Carolina
04/01/2015,1.86,1549.76,355.79,754.78,439.19,1802,organic,2015,South Carolina
04/01/2015,0.77,4573584.2,2745009.1,1755142.21,73432.89,570682.81,conventional,2015,South Central
04/01/2015,1.35,32726.18,24139.72,8586.46,0,20768.73,organic,2015,South Central
04/01/2015,0.98,2635381.32,2296069.27,320373.63,18938.42,568730.84,conventional,2015,Southeast
04/01/2015,1.75,13767.43,9307.34,3844.81,615.28,13598.46,organic,2015,Southeast
04/01/2015,1,74609.85,26607.29,44341.92,3660.64,10002.54,conventional,2015,Spokane
04/01/2015,1.3,4944.44,723.29,4221.15,0,838.26,organic,2015,Spokane
04/01/2015,1.15,160323.16,125713.89,34555.73,53.54,38412.1,conventional,2015,St. Louis
04/01/2015,1.8,3073.74,1552.48,1521.26,0,523.33,organic,2015,St. Louis
04/01/2015,1.33,23428.3,2506.61,20905.01,16.68,17715.21,conventional,2015,Syracuse
04/01/2015,1.72,102.71,0,102.71,0,490.68,organic,2015,Syracuse
04/01/2015,0.97,263917.38,226346.7,37517.53,53.15,75991.75,conventional,2015,Tampa
04/01/2015,1.7,778.81,748.62,30.19,0,1106.67,organic,2015,Tampa
04/01/2015,0.95,26825337.71,12357161.34,13624083.05,844093.32,4498940.02,conventional,2015,Total U.S.
04/01/2015,1.46,454268.32,233286.13,216611.2,4370.99,158641.83,organic,2015,Total U.S.
04/01/2015,0.89,4954771.61,2275446.87,2582300.65,97024.09,839638.97,conventional,2015,West
04/01/2015,1.4,143280.12,70313.71,72942.11,24.3,44268.18,organic,2015,West
04/01/2015,0.75,590105.19,426878.87,147958.43,15267.89,168013.76,conventional,2015,West Tex/New Mexico
04/01/2015,1.64,4519.47,1561.3,2958.17,0,1663.34,organic,2015,West Tex/New Mexico
11/01/2015,1.24,32770.31,1002.85,31640.34,127.12,8424.77,conventional,2015,Albany
11/01/2015,1.77,344.12,39,305.12,0,838.44,organic,2015,Albany
11/01/2015,1.11,350504.64,330411.24,18958.22,1135.18,47038.08,conventional,2015,Atlanta
11/01/2015,1.84,2821.41,1613.69,1207.72,0,922.41,organic,2015,Atlanta
11/01/2015,1.17,514825.42,51460.64,420837.82,42526.96,155406.52,conventional,2015,Baltimore/Washington
11/01/2015,1.22,19843.03,12258.26,7094.53,490.24,6165.85,organic,2015,Baltimore/Washington
11/01/2015,1.18,52431.77,38112.34,10997.54,3321.89,4923.75,conventional,2015,Boise
11/01/2015,1.44,1923.4,0,1923.4,0,455.28,organic,2015,Boise
11/01/2015,1.1,326247.28,5548.11,320577.36,121.81,111524.61,conventional,2015,Boston
11/01/2015,1.94,968.89,12.82,956.07,0,1248.93,organic,2015,Boston
11/01/2015,1.54,52707.06,1642.25,50985.2,79.61,53514.26,conventional,2015,Buffalo/Rochester
11/01/2015,1.59,143.51,0,143.51,0,1934.98,organic,2015,Buffalo/Rochester
11/01/2015,0.92,5478884.81,2889591.29,2485720.1,103573.42,546047.53,conventional,2015,California
11/01/2015,1.1,149689.25,123712.51,25975.27,1.47,8421.43,organic,2015,California
11/01/2015,1.26,110506.89,31586.35,38118.77,40801.77,49435.79,conventional,2015,Charlotte
11/01/2015,2.29,1958.44,155.92,969.82,832.7,431.78,organic,2015,Charlotte
11/01/2015,1.15,723576.3,31239.94,558487.79,133848.57,79298.64,conventional,2015,Chicago
11/01/2015,1.79,12326.85,1426.75,10900.1,0,588.89,organic,2015,Chicago
11/01/2015,0.92,157916.61,3612.86,153100.22,1203.53,43475.66,conventional,2015,Cincinnati/Dayton
11/01/2015,1.32,10561.69,209.52,10352.17,0,752.08,organic,2015,Cincinnati/Dayton
11/01/2015,0.97,106761.25,64726.71,34844.49,7190.05,18981.23,conventional,2015,Columbus
11/01/2015,1.68,3575.75,349.17,3226.58,0,617.42,organic,2015,Columbus
11/01/2015,0.76,1041008.16,680572.11,348535.22,11900.83,87684.88,conventional,2015,Dallas/Ft. Worth
11/01/2015,1.35,8489.96,7136.34,1353.62,0,3636.67,organic,2015,Dallas/Ft. Worth
11/01/2015,1.09,544055.14,110974.25,427723.2,5357.69,122524.21,conventional,2015,Denver
11/01/2015,1.28,23951.54,8855.89,15070.85,24.8,6731.23,organic,2015,Denver
11/01/2015,1.08,275468.42,108378.69,90104.73,76985,56696.63,conventional,2015,Detroit
11/01/2015,1.87,6055.49,417.73,5637.76,0,871.26,organic,2015,Detroit
11/01/2015,1.03,142756.11,972.96,127984.25,13798.9,42379.3,conventional,2015,Grand Rapids
11/01/2015,1.87,568.78,29.06,539.72,0,193.08,organic,2015,Grand Rapids
11/01/2015,1.1,2552375.07,416900.3,1818618.04,316856.73,515263.25,conventional,2015,Great Lakes
11/01/2015,1.69,48914.71,4362.25,44552.46,0,9146.94,organic,2015,Great Lakes
11/01/2015,1.26,113896.83,34535.57,78778.96,582.3,64838.42,conventional,2015,Harrisburg/Scranton
11/01/2015,1.65,378.3,90.15,288.15,0,3504.58,organic,2015,Harrisburg/Scranton
11/01/2015,1.38,147590.26,4365.27,143001.84,223.15,85049.89,conventional,2015,Hartford/Springfield
11/01/2015,2.28,3270.28,79.31,3190.97,0,193.33,organic,2015,Hartford/Springfield
11/01/2015,0.78,909152.79,463272.52,441785.8,4094.47,152918.86,conventional,2015,Houston
11/01/2015,1.26,6961,6142.35,818.65,0,600,organic,2015,Houston
11/01/2015,1.25,105306.56,3024.88,100509.97,1771.71,33310.48,conventional,2015,Indianapolis
11/01/2015,1.83,1017.25,95.46,921.79,0,393.06,organic,2015,Indianapolis
11/01/2015,1.2,75190.63,57635.74,17025.48,529.41,24566.54,conventional,2015,Jacksonville
11/01/2015,1.91,1008.89,978.49,24.55,5.85,240,organic,2015,Jacksonville
11/01/2015,0.93,237337.12,126092.05,101653.19,9591.88,37144.36,conventional,2015,Las Vegas
11/01/2015,1.54,6111.22,4027.3,2083.92,0,33.33,organic,2015,Las Vegas
11/01/2015,0.85,2462452.95,1786326.65,617233.39,58892.91,251246.65,conventional,2015,Los Angeles
11/01/2015,1.08,54150.75,52087.31,2063.44,0,6081.88,organic,2015,Los Angeles
11/01/2015,1.05,55851.36,2299.74,53313.74,237.88,19278,conventional,2015,Louisville
11/01/2015,1.79,1219.02,0,1219.02,0,216.46,organic,2015,Louisville
11/01/2015,1.28,279004.65,242922.42,36043.54,38.69,63792.34,conventional,2015,Miami/Ft. Lauderdale
11/01/2015,1.85,1141.23,1091.28,49.95,0,473.33,organic,2015,Miami/Ft. Lauderdale
11/01/2015,1.17,1784240.84,560119.16,1032606.49,191515.19,551745.27,conventional,2015,Midsouth
11/01/2015,1.52,48186.6,14570.74,30445.75,3170.11,17296.48,organic,2015,Midsouth
11/01/2015,1.07,124587.24,103822.6,9098.86,11665.78,25244.96,conventional,2015,Nashville
11/01/2015,1.92,2453.64,204.75,2168.33,80.56,438.65,organic,2015,Nashville
11/01/2015,0.97,176417.18,165505.1,10680.54,231.54,62815.17,conventional,2015,New Orleans/Mobile
11/01/2015,1.44,249.11,233.3,15.81,0,1243.33,organic,2015,New Orleans/Mobile
11/01/2015,1.34,732727.22,15880.8,714530.7,2315.72,285498.61,conventional,2015,New York
11/01/2015,2.03,12706.8,1744.44,10901.43,60.93,2111.17,organic,2015,New York
11/01/2015,1.28,2174920.45,97343.55,2070661.43,6915.47,881104.32,conventional,2015,Northeast
11/01/2015,1.86,23721.39,3611.57,20043.89,65.93,26358.42,organic,2015,Northeast
11/01/2015,1.06,269853.24,4578.25,265252.09,22.9,44863.79,conventional,2015,Northern New England
11/01/2015,1.88,591.15,1.13,590.02,0,5894.15,organic,2015,Northern New England
11/01/2015,1.29,158624.57,119336.02,39236.11,52.44,43410.02,conventional,2015,Orlando
11/01/2015,1.92,1343.93,1290.27,53.66,0,266.67,organic,2015,Orlando
11/01/2015,1.38,214426.16,14323.61,198387.14,1715.41,101558.06,conventional,2015,Philadelphia
11/01/2015,1.63,2242.85,428.55,1809.47,4.83,4472.33,organic,2015,Philadelphia
11/01/2015,0.61,1044447.77,849580.75,182629.59,12237.43,66305.28,conventional,2015,Phoenix/Tucson
11/01/2015,1.36,13155.92,11523.29,1632.63,0,879.26,organic,2015,Phoenix/Tucson
11/01/2015,1.54,36576.17,1491.88,33759.12,1325.17,18068.15,conventional,2015,Pittsburgh
11/01/2015,1.82,1095.57,767.08,328.49,0,567.68,organic,2015,Pittsburgh
11/01/2015,1.09,1195581.1,737363.86,448207.79,10009.45,207260.73,conventional,2015,Plains
11/01/2015,1.68,21925.13,6636.08,15284.43,4.62,15692.82,organic,2015,Plains
11/01/2015,1.05,437308.23,121596.43,292968.56,22743.24,72844.44,conventional,2015,Portland
11/01/2015,1.22,38639.08,18893.87,19745.21,0,4477.36,organic,2015,Portland
11/01/2015,1.24,139444.59,43986.78,54185.12,41272.69,66316.08,conventional,2015,Raleigh/Greensboro
11/01/2015,1.98,2662.13,31.58,1957.67,672.88,1200.59,organic,2015,Raleigh/Greensboro
11/01/2015,1.15,149545.19,71743.11,66849.97,10952.11,44915.4,conventional,2015,Richmond/Norfolk
11/01/2015,1.66,2475.14,143.78,2060.44,270.92,439.21,organic,2015,Richmond/Norfolk
11/01/2015,1.16,83393.72,45706.36,37629.54,57.82,29842.1,conventional,2015,Roanoke
11/01/2015,1.47,4148.41,82.94,4065.47,0,979.65,organic,2015,Roanoke
11/01/2015,1.09,385762.72,109368.41,271300.08,5094.23,43729.56,conventional,2015,Sacramento
11/01/2015,1.27,7276.98,4243.14,3033.84,0,321.28,organic,2015,Sacramento
11/01/2015,0.82,509182.78,303369.02,192913.11,12900.65,35484.4,conventional,2015,San Diego
11/01/2015,1.05,19063.56,18294.44,767.68,1.44,1025.96,organic,2015,San Diego
11/01/2015,1.03,830085.33,155455.32,670522.75,4107.26,86365.43,conventional,2015,San Francisco
11/01/2015,1.12,29493.95,17907.49,11586.46,0,182.83,organic,2015,San Francisco
11/01/2015,1.06,440495.34,144349.43,278069.43,18076.48,86855.48,conventional,2015,Seattle
11/01/2015,1.46,42066.99,8691.73,33361.78,13.48,4620.02,organic,2015,Seattle
11/01/2015,1.1,216339.19,162428.39,39713.75,14197.05,63367.54,conventional,2015,South Carolina
11/01/2015,2.06,1626.37,474.97,793.53,357.87,677.93,organic,2015,South Carolina
11/01/2015,0.8,4778912.54,2973367.52,1717171.24,88373.78,630813.48,conventional,2015,South Central
11/01/2015,1.39,36364.58,27767.97,8596.61,0,16963.95,organic,2015,South Central
11/01/2015,1.18,1957958.47,1667012.92,269027.02,21918.53,475337.14,conventional,2015,Southeast
11/01/2015,1.83,15369.07,10166.46,4678.19,524.42,8321.58,organic,2015,Southeast
11/01/2015,1.07,62102.02,21973.57,35996.7,4131.75,8595.05,conventional,2015,Spokane
11/01/2015,1.38,4353.82,1159.37,3192.62,1.83,427.05,organic,2015,Spokane
11/01/2015,1.29,120405.69,79292.59,41050.38,62.72,44511.92,conventional,2015,St. Louis
11/01/2015,1.84,3498.85,1908.7,1590.15,0,263.33,organic,2015,St. Louis
11/01/2015,1.45,22575.51,984.29,21576.29,14.93,19441.98,conventional,2015,Syracuse
11/01/2015,1.66,196.75,1.24,195.51,0,565.4,organic,2015,Syracuse
11/01/2015,1.24,178311.89,142237.71,36017.93,56.25,56919.19,conventional,2015,Tampa
11/01/2015,1.84,858.62,814.13,44.49,0,400,organic,2015,Tampa
11/01/2015,1.01,24546158.57,11544810.53,12134773.38,866574.66,4517384.18,conventional,2015,Total U.S.
11/01/2015,1.42,535768.76,270966.74,260971.6,3830.42,133760.12,organic,2015,Total U.S.
11/01/2015,0.95,4623285.27,2203111.92,2292761.26,127412.09,709812.44,conventional,2015,West
11/01/2015,1.39,191598.05,80139.16,111395.01,63.88,31558.5,organic,2015,West
11/01/2015,0.92,504787.12,347125.63,129717.42,27944.07,80109.87,conventional,2015,West Tex/New Mexico
11/01/2015,1.69,4199.82,1822.28,2377.54,0,2661.91,organic,2015,West Tex/New Mexico
18/01/2015,1.17,32590.23,914.14,31540.32,135.77,11921.05,conventional,2015,Albany
18/01/2015,1.93,186.8,8.02,178.78,0,931.67,organic,2015,Albany
18/01/2015,1.11,391450.51,372236.92,18701.9,511.69,40040.48,conventional,2015,Atlanta
18/01/2015,1.86,3127.91,2138.51,989.4,0,1166.1,organic,2015,Atlanta
18/01/2015,1.23,483882.84,49947.16,393359.6,40576.08,173858.5,conventional,2015,Baltimore/Washington
18/01/2015,1.41,13533.88,8148.89,4725.43,659.56,523.57,organic,2015,Baltimore/Washington
18/01/2015,1.08,58954.55,50354.95,6342.37,2257.23,3915.94,conventional,2015,Boise
18/01/2015,1.44,2522.19,8.83,2513.36,0,451.75,organic,2015,Boise
18/01/2015,1.23,292294.81,4383.76,287778.52,132.53,109036.52,conventional,2015,Boston
18/01/2015,2,838.56,4.22,834.34,0,1370.78,organic,2015,Boston
18/01/2015,1.52,63618.4,1625.26,61859.85,133.29,43421.89,conventional,2015,Buffalo/Rochester
18/01/2015,1.64,229.34,91.85,137.49,0,1197.53,organic,2015,Buffalo/Rochester
18/01/2015,1.02,5010924.33,2780859.66,2108450.36,121614.31,559990.93,conventional,2015,California
18/01/2015,1.24,181754.45,123138.29,58616.16,0,13453.15,organic,2015,California
18/01/2015,1.25,105616.07,26462.87,40475.81,38677.39,47055.08,conventional,2015,Charlotte
18/01/2015,2.15,1857.49,346.76,744.32,766.41,840.32,organic,2015,Charlotte
18/01/2015,1.14,698875.71,24917.77,533717.99,140239.95,98865.72,conventional,2015,Chicago
18/01/2015,1.81,11985.42,1154.81,10830.61,0,514.45,organic,2015,Chicago
18/01/2015,0.93,133278.05,3333.29,128858.15,1086.61,42403.04,conventional,2015,Cincinnati/Dayton
18/01/2015,1.37,9656.31,282.08,9374.23,0,395.09,organic,2015,Cincinnati/Dayton
18/01/2015,1.02,89032.7,55532.76,26458.99,7040.95,27417.51,conventional,2015,Columbus
18/01/2015,1.84,3238.97,279.22,2959.75,0,788.48,organic,2015,Columbus
18/01/2015,0.76,1016872.06,627090.61,374230.89,15550.56,74805.23,conventional,2015,Dallas/Ft. Worth
18/01/2015,1.28,8428.04,7556.77,871.27,0,4206.67,organic,2015,Dallas/Ft. Worth
18/01/2015,0.99,656885.51,151976.7,500683.5,4225.31,151308.9,conventional,2015,Denver
18/01/2015,1.1,38056.09,5475.13,32538.95,42.01,4178.82,organic,2015,Denver
18/01/2015,1.1,196803.21,113616.86,45446.17,37740.18,94985.22,conventional,2015,Detroit
18/01/2015,1.9,6806.27,376.08,6430.19,0,850.45,organic,2015,Detroit
18/01/2015,1.07,85815.49,970.13,78433.37,6411.99,64385.9,conventional,2015,Grand Rapids
18/01/2015,1.88,509.48,20.71,488.77,0,196.67,organic,2015,Grand Rapids
18/01/2015,1.08,2309116.58,401683.43,1650327.26,257105.89,697090.44,conventional,2015,Great Lakes
18/01/2015,1.73,47594.74,3941.59,43653.15,0,10052.16,organic,2015,Great Lakes
18/01/2015,1.24,116874.51,30928.18,85410.46,535.87,65730.17,conventional,2015,Harrisburg/Scranton
18/01/2015,1.94,187.04,50.54,127.76,8.74,1168.46,organic,2015,Harrisburg/Scranton
18/01/2015,1.39,164317.73,3347.41,160683.8,286.52,64898.32,conventional,2015,Hartford/Springfield
18/01/2015,2.35,2285.42,39.56,2233.79,12.07,266.67,organic,2015,Hartford/Springfield
18/01/2015,0.77,897573.4,458532.19,429687.47,9353.74,120280.76,conventional,2015,Houston
18/01/2015,1.2,9229.64,8538.96,690.68,0,750,organic,2015,Houston
18/01/2015,1.14,108850.45,2910.77,103890.9,2048.78,40469.37,conventional,2015,Indianapolis
18/01/2015,1.96,971.22,45.28,925.94,0,112.58,organic,2015,Indianapolis
18/01/2015,1.27,74435.6,57479.2,16442.71,513.69,25060.56,conventional,2015,Jacksonville
18/01/2015,1.82,903.1,846.65,55.27,1.18,500,organic,2015,Jacksonville
18/01/2015,1.06,200010.54,100191.96,94930.69,4887.89,33175.55,conventional,2015,Las Vegas
18/01/2015,1.63,5218.98,3449.94,1769.04,0,813.33,organic,2015,Las Vegas
18/01/2015,0.89,2510484.34,1925013.31,526106.8,59364.23,290195.16,conventional,2015,Los Angeles
18/01/2015,1.29,35107.78,33738.87,1368.91,0,8541.34,organic,2015,Los Angeles
18/01/2015,1.06,66503.65,2250.1,63826.82,426.73,19076.5,conventional,2015,Louisville
18/01/2015,1.79,681.57,5.19,676.38,0,425.29,organic,2015,Louisville
18/01/2015,1.3,328045.92,285204.29,42798.99,42.64,77092.27,conventional,2015,Miami/Ft. Lauderdale
18/01/2015,1.87,1072.7,1054.78,17.92,0,386.67,organic,2015,Miami/Ft. Lauderdale
18/01/2015,1.19,1761786.22,530333.83,1045424.87,186027.52,569042.98,conventional,2015,Midsouth
18/01/2015,1.65,40066.92,11415.28,25306.56,3345.08,12492.18,organic,2015,Midsouth
18/01/2015,1.08,117827.76,97216.47,8423.57,12187.72,25636.88,conventional,2015,Nashville
18/01/2015,1.81,2226.09,188.44,1951.63,86.02,892.49,organic,2015,Nashville
18/01/2015,1.03,203468.18,179991.12,23263.42,213.64,64197.94,conventional,2015,New Orleans/Mobile
18/01/2015,0.98,259.17,256.53,2.64,0,4480,organic,2015,New Orleans/Mobile
18/01/2015,1.37,771294.13,18945.56,749309.2,3039.37,272986.43,conventional,2015,New York
18/01/2015,2.08,7877.59,692.88,7146.78,37.93,1327.19,organic,2015,New York
18/01/2015,1.32,2197803,91803.09,2098784.32,7215.59,868986.62,conventional,2015,Northeast
18/01/2015,1.94,14852,1461.14,13317.36,73.5,20452.15,organic,2015,Northeast
18/01/2015,1.12,244431.79,3012.79,241380.95,38.05,64770.92,conventional,2015,Northern New England
18/01/2015,1.88,569.28,0,569.28,0,7049.63,organic,2015,Northern New England
18/01/2015,1.33,147509.2,112722.12,34703.28,83.8,43569.17,conventional,2015,Orlando
18/01/2015,1.79,1268.43,1237.16,31.27,0,883.33,organic,2015,Orlando
18/01/2015,1.4,226108.86,15116.27,209523.15,1469.44,105386.55,conventional,2015,Philadelphia
18/01/2015,1.93,1009.87,258.85,731.44,19.58,689.13,organic,2015,Philadelphia
18/01/2015,0.67,1017820.05,811662.62,200514.36,5643.07,70788.61,conventional,2015,Phoenix/Tucson
18/01/2015,1.36,11778.54,10248.57,1529.97,0,473.33,organic,2015,Phoenix/Tucson
18/01/2015,1.47,39952.74,2147.08,36730.4,1075.26,19359.33,conventional,2015,Pittsburgh
18/01/2015,1.55,1021.95,312.68,709.27,0,2426.47,organic,2015,Pittsburgh
18/01/2015,1.02,1466170.79,966515.75,485150.34,14504.7,208774.76,conventional,2015,Plains
18/01/2015,1.8,19850.94,6340.18,13476.2,34.56,9818.59,organic,2015,Plains
18/01/2015,1.11,391430.22,155745.95,220991.54,14692.73,48187.39,conventional,2015,Portland
18/01/2015,1.24,41977.58,11894.56,30078.32,4.7,9926.86,organic,2015,Portland
18/01/2015,1.22,144038.52,48613.54,55881.05,39543.93,60466.47,conventional,2015,Raleigh/Greensboro
18/01/2015,1.97,2481.66,78.13,1775.25,628.28,1014.61,organic,2015,Raleigh/Greensboro
18/01/2015,1.18,131381.27,54459.4,66963.59,9958.28,47657.12,conventional,2015,Richmond/Norfolk
18/01/2015,1.62,2635.45,120.23,2152.16,363.06,845.21,organic,2015,Richmond/Norfolk
